Location,Sub-location,Pokemon,D,P,Pt,Method,Levels,Morning Rate,Day Rate,Night Rate
Oreburgh Mine,N/A,zubat,False,False,True,Cave,6-8,25%,25%,25%
Oreburgh Mine,N/A,geodude,True,True,False,Cave,"6-8, 10",70%,70%,70%
Oreburgh Mine,N/A,geodude,False,False,True,Cave,5-9,65%,65%,65%
Oreburgh Mine,N/A,onix,True,True,False,Cave,9,10%,10%,10%
Oreburgh Mine,N/A,onix,False,False,True,Cave,"7, 9",10%,10%,10%
Valley Windworks,N/A,bidoof,True,True,False,Grass,8,10%,10%,10%
Valley Windworks,N/A,shinx,False,False,True,Grass,10,20%,20%,20%
Valley Windworks,N/A,pachirisu,True,True,False,Grass,7-8,25%,25%,25%
Valley Windworks,N/A,pachirisu,False,False,True,Grass,"9,11",10%,10%,10%
Valley Windworks,N/A,buizel,True,True,False,Grass,7-9,35%,35%,35%
Valley Windworks,N/A,buizel,False,False,True,Grass,9-11,25%,25%,25%
Valley Windworks,N/A,shellos_west,True,True,False,Grass,7-9,30%,30%,30%
Valley Windworks,N/A,shellos_west,False,False,True,Grass,9-12,45%,45%,45%
Valley Windworks,N/A,tentacool,True,True,False,Surfing,20-30,60%,60%,60%
Valley Windworks,N/A,tentacool,False,False,True,Surfing,20-30,30%,30%,30%
Valley Windworks,N/A,tentacruel,True,True,False,Surfing,20-40,5%,5%,5%
Valley Windworks,N/A,tentacruel,False,False,True,Surfing,20-40,1%,1%,1%
Valley Windworks,N/A,wingull,True,True,False,Surfing,20-30,30%,30%,30%
Valley Windworks,N/A,pelipper,True,True,False,Surfing,20-40,5%,5%,5%
Valley Windworks,N/A,shellos_west,False,False,True,Surfing,20-30,60%,60%,60%
Valley Windworks,N/A,gastrodon_west,False,False,True,Surfing,20-30,9%,9%,9%
Valley Windworks,N/A,magikarp,True,True,False,Fishing Old Rod,3-10,100%,100%,100%
Valley Windworks,N/A,magikarp,False,False,True,Fishing Old Rod,3-15,100%,100%,100%
Valley Windworks,N/A,magikarp,True,True,True,Fishing Good Rod,10-25,55%,55%,55%
Valley Windworks,N/A,finneon,True,True,True,Fishing Good Rod,10-25,45%,45%,45%
Valley Windworks,N/A,shellder,True,True,False,Fishing Super Rod,20-40,15%,15%,15%
Valley Windworks,N/A,shellder,False,False,True,Fishing Super Rod,20-50,15%,15%,15%
Valley Windworks,N/A,gyarados,True,True,False,Fishing Super Rod,30-40,40%,40%,40%
Valley Windworks,N/A,gyarados,False,False,True,Fishing Super Rod,30-55,40%,40%,40%
Valley Windworks,N/A,lumineon,True,True,False,Fishing Super Rod,30-50,45%,45%,45%
Valley Windworks,N/A,lumineon,False,False,True,Fishing Super Rod,30-55,45%,45%,45%
Valley Windworks,N/A,electrike,True,True,False,Swarm,"2-7, 9-10",40%,40%,40%
Valley Windworks,N/A,electrike,False,False,True,Swarm,9-10,40%,40%,40%
Valley Windworks,N/A,elekid,True,True,False,Dual-slot FireRed,9,8%,8%,8%
Valley Windworks,N/A,mareep,True,True,False,Poké Radar,7-9,22%,22%,22%
Valley Windworks,N/A,mareep,False,False,True,Poké Radar,9-12,22%,22%,22%
Valley Windworks,N/A,drifloon,True,True,False,Only one,22,Once per week Fr,Once per week Fr,Once per week Fr
Valley Windworks,N/A,drifloon,False,False,True,Only one,15,Once per week Fr,Once per week Fr,Once per week Fr
Eterna Forest,N/A,gastly,False,False,True,Grass,13,4%,4%,4%
Eterna Forest,N/A,hoothoot,False,False,True,Grass,12,0%,0%,10%
Eterna Forest,N/A,murkrow,True,False,False,Grass,10-11,0%,0%,20%
Eterna Forest,N/A,misdreavus,False,True,False,Grass,10-11,0%,0%,20%
Eterna Forest,N/A,wurmple,True,True,False,Grass,10-11,30%,30%,20%
Eterna Forest,N/A,wurmple,False,False,True,Grass,10,10%,10%,0%
Eterna Forest,N/A,silcoon,True,False,False,Grass,10,20%,20%,20%
Eterna Forest,N/A,silcoon,False,False,True,Grass,12,5%,5%,5%
Eterna Forest,N/A,beautifly,True,False,False,Grass,10-12,2%,2%,2%
Eterna Forest,N/A,beautifly,False,False,True,Grass,14,1%,1%,1%
Eterna Forest,N/A,cascoon,False,True,False,Grass,10,20%,20%,20%
Eterna Forest,N/A,cascoon,False,False,True,Grass,12,5%,5%,5%
Eterna Forest,N/A,dustox,False,True,False,Grass,10-12,2%,2%,2%
Eterna Forest,N/A,dustox,False,False,True,Grass,14,1%,1%,1%
Eterna Forest,N/A,bidoof,False,False,True,Grass,12,10%,10%,10%
Eterna Forest,N/A,kricketot,False,False,True,Grass,10,10%,0%,10%
Eterna Forest,N/A,budew,True,True,False,Grass,10-12,29%,29%,19%
Eterna Forest,N/A,budew,False,False,True,Grass,10-12,30%,40%,30%
Eterna Forest,N/A,buneary,True,True,False,Grass,10-12,19%,19%,19%
Eterna Forest,N/A,buneary,False,False,True,Grass,11-13,24%,24%,24%
Eterna Forest,N/A,slakoth,True,True,True,Swarm,10-12,40%,40%,40%
Eterna Forest,N/A,caterpie,False,False,True,Dual-slot FireRed,13,4%,4%,4%
Eterna Forest,N/A,metapod,False,False,True,Dual-slot FireRed,13,4%,4%,4%
Eterna Forest,N/A,metapod,True,True,False,Dual-slot FireRed,12,8%,8%,8%
Eterna Forest,N/A,weedle,False,False,True,Dual-slot LeafGreen,13,4%,4%,4%
Eterna Forest,N/A,kakuna,True,True,False,Dual-slot LeafGreen,12,8%,8%,8%
Eterna Forest,N/A,kakuna,False,False,True,Dual-slot LeafGreen,13,4%,4%,4%
Eterna Forest,N/A,seedot,True,True,False,Dual-slot Ruby,12,8%,8%,8%
Eterna Forest,N/A,seedot,False,False,True,Dual-slot Ruby,13,8%,8%,8%
Eterna Forest,N/A,pineco,True,True,False,Dual-slot Emerald,12,8%,8%,8%
Eterna Forest,N/A,pineco,False,False,True,Dual-slot Emerald,13,8%,8%,8%
Eterna Forest,N/A,nincada,True,True,False,Poké Radar,10-12,22%,22%,22%
Eterna Forest,N/A,nincada,False,False,True,Poké Radar,11-14,22%,22%,22%
Fuego Ironworks,N/A,magnemite,False,False,True,Grass,28-30,30%,30%,30%
Fuego Ironworks,N/A,magmar,False,False,True,Grass,28-29,30%,30%,20%
Fuego Ironworks,N/A,wingull,True,True,False,Grass,29,10%,10%,10%
Fuego Ironworks,N/A,shinx,True,True,False,Grass,28,10%,10%,10%
Fuego Ironworks,N/A,luxio,True,True,False,Grass,29,10%,10%,10%
Fuego Ironworks,N/A,pachirisu,True,True,False,Grass,29,10%,10%,10%
Fuego Ironworks,N/A,floatzel,True,True,False,Grass,29-30,25%,25%,25%
Fuego Ironworks,N/A,floatzel,False,False,True,Grass,29-31,25%,25%,25%
Fuego Ironworks,N/A,shellos_west sea,True,True,False,Grass,28,20%,20%,20%
Fuego Ironworks,N/A,gastrodon_west sea,True,True,False,Grass,29-30,15%,15%,15%
Fuego Ironworks,N/A,gastrodon_west sea,False,False,True,Grass,29-31,15%,15%,25%
Fuego Ironworks,N/A,tentacool,True,True,True,Surfing,20-30,60%,60%,60%
Fuego Ironworks,N/A,tentacruel,True,True,False,Surfing,20-40,5%,5%,5%
Fuego Ironworks,N/A,tentacruel,False,False,True,Surfing,20-40,9%,9%,9%
Fuego Ironworks,N/A,wingull,True,True,False,Surfing,20-30,30%,30%,30%
Fuego Ironworks,N/A,pelipper,True,True,False,Surfing,20-40,5%,5%,5%
Fuego Ironworks,N/A,shellos_west sea,False,False,True,Surfing,20-30,30%,30%,30%
Fuego Ironworks,N/A,gastrodon_west sea,False,False,True,Surfing,20-40,1%,1%,1%
Fuego Ironworks,N/A,magikarp,True,True,False,Fishing Old Rod,3-10,100%,100%,100%
Fuego Ironworks,N/A,magikarp,False,False,True,Fishing Old Rod,3-15,100%,100%,100%
Fuego Ironworks,N/A,magikarp,True,True,True,Fishing Good Rod,10-25,55%,55%,55%
Fuego Ironworks,N/A,finneon,True,True,True,Fishing Good Rod,10-25,45%,45%,45%
Fuego Ironworks,N/A,shellder,True,True,False,Fishing Super Rod,20-40,15%,15%,15%
Fuego Ironworks,N/A,shellder,False,False,True,Fishing Super Rod,20-50,15%,15%,15%
Fuego Ironworks,N/A,gyarados,True,True,False,Fishing Super Rod,30-40,40%,40%,40%
Fuego Ironworks,N/A,gyarados,False,False,True,Fishing Super Rod,30-55,40%,40%,40%
Fuego Ironworks,N/A,lumineon,True,True,False,Fishing Super Rod,20-50,45%,45%,45%
Fuego Ironworks,N/A,lumineon,False,False,True,Fishing Super Rod,30-55,45%,45%,45%
Fuego Ironworks,N/A,magnemite,True,True,False,Swarm,28-29,40%,40%,40%
Fuego Ironworks,N/A,hoppip,False,True,False,Poké Radar,29,20%,20%,20%
Fuego Ironworks,N/A,skiploom,False,True,False,Poké Radar,30,2%,2%,2%
Fuego Ironworks,N/A,aron,True,False,False,Poké Radar,29-30,22%,22%,22%
Fuego Ironworks,N/A,aron,False,False,True,Poké Radar,30-31,22%,22%,22%
Mt. Coronet,1F 1,clefairy,False,False,True,Cave,17,10%,0%,10%
Mt. Coronet,1F 1,zubat,True,True,False,Cave,15,10%,0%,0%
Mt. Coronet,1F 1,zubat,True,True,False,Cave,14-15,0%,20%,20%
Mt. Coronet,1F 1,zubat,False,False,True,Cave,19,5%,5%,0%
Mt. Coronet,1F 1,zubat,False,False,True,Cave,18-19,0%,0%,15%
Mt. Coronet,1F 1,machop,True,True,False,Cave,15-16,25%,25%,25%
Mt. Coronet,1F 1,machop,False,False,True,Cave,20,10%,10%,10%
Mt. Coronet,1F 1,geodude,True,True,False,Cave,15,20%,0%,0%
Mt. Coronet,1F 1,geodude,True,True,False,Cave,14-15,0%,30%,30%
Mt. Coronet,1F 1,geodude,False,False,True,Cave,19,20%,0%,20%
Mt. Coronet,1F 1,geodude,False,False,True,Cave,"17,19",0%,30%,0%
Mt. Coronet,1F 1,cleffa,True,True,False,Cave,14,25%,5%,5%
Mt. Coronet,1F 1,nosepass,False,False,True,Cave,18,5%,5%,5%
Mt. Coronet,1F 1,meditite,True,True,False,Cave,15,10%,10%,10%
Mt. Coronet,1F 1,meditite,False,False,True,Cave,"18,20",20%,20%,0%
Mt. Coronet,1F 1,meditite,False,False,True,Cave,20,0%,0%,10%
Mt. Coronet,1F 1,chingling,True,True,False,Cave,15,10%,10%,10%
Mt. Coronet,1F 1,chingling,False,False,True,Cave,"17,19",10%,10%,10%
Mt. Coronet,1F 1,bronzor,False,False,True,Cave,18,20%,20%,20%
Mt. Coronet,1F 1,zubat,True,True,False,Surfing,20-40,90%,90%,90%
Mt. Coronet,1F 1,zubat,False,False,True,Surfing,20-30,90%,90%,90%
Mt. Coronet,1F 1,golbat,True,True,True,Surfing,20-40,10%,10%,10%
Mt. Coronet,1F 1,magikarp,True,True,False,Fishing Old Rod,3-10,100%,100%,100%
Mt. Coronet,1F 1,magikarp,False,False,True,Fishing Old Rod,3-15,100%,100%,100%
Mt. Coronet,1F 1,magikarp,True,True,True,Fishing Good Rod,10-25,55%,55%,55%
Mt. Coronet,1F 1,barboach,True,True,True,Fishing Good Rod,10-25,45%,45%,45%
Mt. Coronet,1F 1,gyarados,True,True,False,Fishing Super Rod,30-55,55%,55%,55%
Mt. Coronet,1F 1,gyarados,False,False,True,Fishing Super Rod,20-55,55%,55%,55%
Mt. Coronet,1F 1,whiscash,True,True,False,Fishing Super Rod,20-50,45%,45%,45%
Mt. Coronet,1F 1,whiscash,False,False,True,Fishing Super Rod,30-55,45%,45%,45%
Mt. Coronet,Upper 1F 1,zubat,True,True,False,Cave,13,10%,0%,0%
Mt. Coronet,Upper 1F 1,zubat,True,True,False,Cave,12-13,0%,20%,20%
Mt. Coronet,Upper 1F 1,zubat,False,False,True,Cave,15,5%,5%,0%
Mt. Coronet,Upper 1F 1,zubat,False,False,True,Cave,14-15,0%,0%,15%
Mt. Coronet,Upper 1F 1,machop,True,True,False,Cave,13,10%,10%,10%
Mt. Coronet,Upper 1F 1,machop,False,False,True,Cave,16,10%,10%,10%
Mt. Coronet,Upper 1F 1,geodude,True,True,False,Cave,13,20%,0%,0%
Mt. Coronet,Upper 1F 1,geodude,True,True,False,Cave,12-13,0%,30%,30%
Mt. Coronet,Upper 1F 1,geodude,False,False,True,Cave,15,20%,0%,20%
Mt. Coronet,Upper 1F 1,geodude,False,False,True,Cave,"13,15",0%,30%,0%
Mt. Coronet,Upper 1F 1,cleffa,True,True,False,Cave,12,25%,5%,5%
Mt. Coronet,Upper 1F 1,cleffa,False,False,True,Cave,13,10%,0%,10%
Mt. Coronet,Upper 1F 1,nosepass,False,False,True,Cave,14,5%,5%,5%
Mt. Coronet,Upper 1F 1,meditite,True,True,False,Cave,13-14,25%,25%,25%
Mt. Coronet,Upper 1F 1,meditite,False,False,True,Cave,"14,16",20%,20%,0%
Mt. Coronet,Upper 1F 1,meditite,False,False,True,Cave,16,0%,0%,10%
Mt. Coronet,Upper 1F 1,chingling,True,True,False,Cave,13,10%,10%,10%
Mt. Coronet,Upper 1F 1,chingling,False,False,True,Cave,"13,15",10%,10%,10%
Mt. Coronet,Upper 1F 1,bronzor,False,False,True,Cave,14,20%,20%,20%
Mt. Coronet,B1F,clefairy,True,True,False,Cave,30-32,15%,15%,15%
Mt. Coronet,B1F,clefairy,False,False,True,Cave,32,10%,0%,10%
Mt. Coronet,B1F,golbat,True,True,False,Cave,31-32,20%,20%,20%
Mt. Coronet,B1F,golbat,False,False,True,Cave,34,5%,5%,0%
Mt. Coronet,B1F,golbat,False,False,True,Cave,33-34,0%,0%,15%
Mt. Coronet,B1F,machoke,True,True,False,Cave,31,10%,10%,10%
Mt. Coronet,B1F,machoke,False,False,True,Cave,35,10%,10%,10%
Mt. Coronet,B1F,graveler,True,True,False,Cave,31,20%,20%,20%
Mt. Coronet,B1F,graveler,False,False,True,Cave,34,20%,0%,20%
Mt. Coronet,B1F,graveler,False,False,True,Cave,"32,34",0%,30%,0%
Mt. Coronet,B1F,nosepass,False,False,True,Cave,33,5%,5%,5%
Mt. Coronet,B1F,meditite,True,True,False,Cave,31-32,25%,25%,25%
Mt. Coronet,B1F,meditite,False,False,True,Cave,"33,35",20%,20%,0%
Mt. Coronet,B1F,meditite,False,False,True,Cave,35,0%,0%,10%
Mt. Coronet,B1F,chingling,True,True,False,Cave,30,10%,10%,10%
Mt. Coronet,B1F,chingling,False,False,True,Cave,"32,34",10%,10%,10%
Mt. Coronet,B1F,bronzor,False,False,True,Cave,33,20%,20%,20%
Mt. Coronet,B1F,zubat,True,True,False,Surfing,20-40,90%,90%,90%
Mt. Coronet,B1F,zubat,False,False,True,Surfing,20-30,90%,90%,90%
Mt. Coronet,B1F,golbat,True,True,True,Surfing,20-40,10%,10%,10%
Mt. Coronet,B1F,magikarp,True,True,False,Fishing Old Rod,3-10,100%,100%,100%
Mt. Coronet,B1F,magikarp,False,False,True,Fishing Old Rod,3-15,100%,100%,100%
Mt. Coronet,B1F,magikarp,True,True,True,Fishing Good Rod,10-25,55%,55%,55%
Mt. Coronet,B1F,barboach,True,True,True,Fishing Good Rod,10-25,45%,45%,45%
Mt. Coronet,B1F,gyarados,True,True,True,Fishing Super Rod,30-55,55%,55%,55%
Mt. Coronet,B1F,whiscash,True,True,False,Fishing Super Rod,20-50,45%,45%,45%
Mt. Coronet,B1F,whiscash,False,False,True,Fishing Super Rod,30-55,45%,45%,45%
Mt. Coronet,B1F,feebas,True,True,True,Fishing Old Rod,10-20,50%,50%,50%
Mt. Coronet,B1F,feebas,True,True,True,Fishing Good Rod,10-20,50%,50%,50%
Mt. Coronet,B1F,feebas,True,True,True,Fishing Super Rod,10-20,50%,50%,50%
Mt. Coronet,Upper 1F 2,clefairy,True,True,False,Cave,30-32,15%,15%,15%
Mt. Coronet,Upper 1F 2,clefairy,False,False,True,Cave,32,10%,0%,10%
Mt. Coronet,Upper 1F 2,golbat,True,True,False,Cave,31-32,20%,20%,20%
Mt. Coronet,Upper 1F 2,golbat,False,False,True,Cave,34,5%,5%,0%
Mt. Coronet,Upper 1F 2,golbat,False,False,True,Cave,33-34,0%,0%,15%
Mt. Coronet,Upper 1F 2,machoke,True,True,False,Cave,31,10%,10%,10%
Mt. Coronet,Upper 1F 2,machoke,False,False,True,Cave,35,10%,10%,10%
Mt. Coronet,Upper 1F 2,graveler,True,True,False,Cave,31,20%,20%,20%
Mt. Coronet,Upper 1F 2,graveler,False,False,True,Cave,34,20%,0%,20%
Mt. Coronet,Upper 1F 2,graveler,False,False,True,Cave,"32,34",0%,30%,0%
Mt. Coronet,Upper 1F 2,nosepass,False,False,True,Cave,33,5%,5%,5%
Mt. Coronet,Upper 1F 2,meditite,True,True,False,Cave,31-32,25%,25%,25%
Mt. Coronet,Upper 1F 2,meditite,False,False,True,Cave,"33,35",20%,20%,0%
Mt. Coronet,Upper 1F 2,meditite,False,False,True,Cave,35,0%,0%,10%
Mt. Coronet,Upper 1F 2,chingling,True,True,False,Cave,30,10%,10%,10%
Mt. Coronet,Upper 1F 2,chingling,False,False,True,Cave,"32,34",10%,10%,10%
Mt. Coronet,Upper 1F 2,bronzor,False,False,True,Cave,33,20%,20%,20%
Mt. Coronet,2F,clefairy,True,True,False,Cave,36-38,15%,15%,15%
Mt. Coronet,2F,clefairy,False,False,True,Cave,36,10%,0%,10%
Mt. Coronet,2F,golbat,True,True,False,Cave,37,10%,10%,10%
Mt. Coronet,2F,golbat,False,False,True,Cave,38,5%,5%,0%
Mt. Coronet,2F,golbat,False,False,True,Cave,37-38,0%,0%,15%
Mt. Coronet,2F,machoke,True,True,False,Cave,37,10%,10%,10%
Mt. Coronet,2F,machoke,False,False,True,Cave,39,10%,10%,10%
Mt. Coronet,2F,graveler,True,True,False,Cave,36,20%,20%,20%
Mt. Coronet,2F,graveler,False,False,True,Cave,38,20%,0%,20%
Mt. Coronet,2F,graveler,False,False,True,Cave,"36,38",0%,30%,0%
Mt. Coronet,2F,nosepass,False,False,True,Cave,37,5%,5%,5%
Mt. Coronet,2F,medicham,True,True,False,Cave,37,10%,10%,10%
Mt. Coronet,2F,medicham,False,False,True,Cave,"37,39",20%,20%,0%
Mt. Coronet,2F,medicham,False,False,True,Cave,39,0%,0%,10%
Mt. Coronet,2F,chingling,True,True,False,Cave,37-38,10%,10%,10%
Mt. Coronet,2F,chingling,False,False,True,Cave,"36,38",10%,10%,10%
Mt. Coronet,2F,bronzor,True,True,False,Cave,36,5%,5%,5%
Mt. Coronet,2F,bronzong,True,True,False,Cave,38,20%,20%,20%
Mt. Coronet,2F,bronzong,False,False,True,Cave,37,20%,20%,20%
Mt. Coronet,2F,lunatone,True,True,False,Dual-slot Sapphire,36-37,8%,8%,8%
Mt. Coronet,2F,lunatone,False,False,True,Dual-slot Sapphire,38,8%,8%,8%
Mt. Coronet,2F,solrock,True,True,False,Dual-slot Ruby,36-37,8%,8%,8%
Mt. Coronet,2F,solrock,False,False,True,Dual-slot Ruby,38,8%,8%,8%
Mt. Coronet,3F,clefairy,True,True,False,Cave,36-38,15%,15%,15%
Mt. Coronet,3F,clefairy,False,False,True,Cave,36,10%,0%,10%
Mt. Coronet,3F,golbat,True,True,False,Cave,37,10%,10%,10%
Mt. Coronet,3F,golbat,False,False,True,Cave,38,4%,4%,0%
Mt. Coronet,3F,golbat,False,False,True,Cave,37-38,0%,0%,14%
Mt. Coronet,3F,machoke,True,True,False,Cave,37,10%,10%,10%
Mt. Coronet,3F,machoke,False,False,True,Cave,39,10%,10%,10%
Mt. Coronet,3F,graveler,True,True,False,Cave,36,20%,20%,20%
Mt. Coronet,3F,graveler,False,False,True,Cave,38,20%,0%,20%
Mt. Coronet,3F,graveler,False,False,True,Cave,"36,38",0%,30%,0%
Mt. Coronet,3F,nosepass,False,False,True,Cave,37,5%,5%,5%
Mt. Coronet,3F,medicham,True,True,False,Cave,37,10%,10%,10%
Mt. Coronet,3F,medicham,False,False,True,Cave,37-39,21%,21%,0%
Mt. Coronet,3F,medicham,False,False,True,Cave,38-39,0%,0%,11%
Mt. Coronet,3F,chingling,True,True,False,Cave,37-38,10%,10%,10%
Mt. Coronet,3F,chingling,False,False,True,Cave,"36,38",10%,10%,10%
Mt. Coronet,3F,bronzor,True,True,False,Cave,36,5%,5%,5%
Mt. Coronet,3F,bronzong,True,True,False,Cave,38,20%,20%,20%
Mt. Coronet,3F,bronzong,False,False,True,Cave,37,20%,20%,20%
Mt. Coronet,3F,lunatone,True,True,False,Dual-slot Sapphire,36-37,8%,8%,8%
Mt. Coronet,3F,lunatone,False,False,True,Dual-slot Sapphire,38,8%,8%,8%
Mt. Coronet,3F,solrock,True,True,False,Dual-slot Ruby,36-37,8%,8%,8%
Mt. Coronet,3F,solrock,False,False,True,Dual-slot Ruby,38,8%,8%,8%
Mt. Coronet,4F 1,clefairy,True,True,False,Cave,38-40,15%,15%,15%
Mt. Coronet,4F 1,clefairy,False,False,True,Cave,36,10%,0%,10%
Mt. Coronet,4F 1,golbat,True,True,False,Cave,39,10%,10%,10%
Mt. Coronet,4F 1,golbat,False,False,True,Cave,38,5%,5%,0%
Mt. Coronet,4F 1,golbat,False,False,True,Cave,37-38,0%,0%,15%
Mt. Coronet,4F 1,machoke,True,True,True,Cave,39,10%,10%,10%
Mt. Coronet,4F 1,graveler,True,True,False,Cave,38,20%,20%,20%
Mt. Coronet,4F 1,graveler,False,False,True,Cave,38,20%,0%,20%
Mt. Coronet,4F 1,graveler,False,False,True,Cave,"36,38",0%,30%,0%
Mt. Coronet,4F 1,nosepass,False,False,True,Cave,37,5%,5%,5%
Mt. Coronet,4F 1,medicham,True,True,False,Cave,39,10%,10%,10%
Mt. Coronet,4F 1,medicham,False,False,True,Cave,"37,39",20%,20%,0%
Mt. Coronet,4F 1,medicham,False,False,True,Cave,39,0%,0%,10%
Mt. Coronet,4F 1,chingling,True,True,False,Cave,39-40,10%,10%,10%
Mt. Coronet,4F 1,chingling,False,False,True,Cave,"36,38",10%,10%,10%
Mt. Coronet,4F 1,bronzong,True,True,False,Cave,38-40,25%,25%,25%
Mt. Coronet,4F 1,bronzong,False,False,True,Cave,37,20%,20%,20%
Mt. Coronet,4F 1,zubat,True,True,False,Surfing,20-40,90%,90%,90%
Mt. Coronet,4F 1,zubat,False,False,True,Surfing,20-30,90%,90%,90%
Mt. Coronet,4F 1,golbat,True,True,True,Surfing,20-40,10%,10%,10%
Mt. Coronet,4F 1,magikarp,True,True,False,Fishing Old Rod,3-10,100%,100%,100%
Mt. Coronet,4F 1,magikarp,False,False,True,Fishing Old Rod,3-15,100%,100%,100%
Mt. Coronet,4F 1,magikarp,True,True,True,Fishing Good Rod,10-25,55%,55%,55%
Mt. Coronet,4F 1,barboach,True,True,True,Fishing Good Rod,10-25,45%,45%,45%
Mt. Coronet,4F 1,gyarados,True,True,False,Fishing Super Rod,30-55,55%,55%,55%
Mt. Coronet,4F 1,gyarados,False,False,True,Fishing Super Rod,30-55,40%,40%,40%
Mt. Coronet,4F 1,dratini,True,True,False,Fishing Super Rod,15-20,40%,40%,40%
Mt. Coronet,4F 1,dratini,False,False,True,Fishing Super Rod,15-25,40%,40%,40%
Mt. Coronet,4F 1,dragonair,True,True,False,Fishing Super Rod,15-40,5%,5%,5%
Mt. Coronet,4F 1,dragonair,False,False,True,Fishing Super Rod,20-55,5%,5%,5%
Mt. Coronet,4F 1,whiscash,False,False,True,Fishing Super Rod,20-50,15%,15%,15%
Mt. Coronet,4F 1,lunatone,True,True,False,Dual-slot Sapphire,38-39,8%,8%,8%
Mt. Coronet,4F 1,lunatone,False,False,True,Dual-slot Sapphire,38,8%,8%,8%
Mt. Coronet,4F 1,solrock,True,True,False,Dual-slot Ruby,38-39,8%,8%,8%
Mt. Coronet,4F 1,solrock,False,False,True,Dual-slot Ruby,38,8%,8%,8%
Mt. Coronet,4F 3,clefairy,True,True,False,Cave,38-40,15%,15%,15%
Mt. Coronet,4F 3,clefairy,False,False,True,Cave,36,10%,0%,10%
Mt. Coronet,4F 3,golbat,True,True,False,Cave,39,10%,10%,10%
Mt. Coronet,4F 3,golbat,False,False,True,Cave,38,5%,5%,0%
Mt. Coronet,4F 3,golbat,False,False,True,Cave,37-38,0%,0%,15%
Mt. Coronet,4F 3,machoke,True,True,True,Cave,39,10%,10%,10%
Mt. Coronet,4F 3,graveler,True,True,False,Cave,38,20%,20%,20%
Mt. Coronet,4F 3,graveler,False,False,True,Cave,38,20%,0%,20%
Mt. Coronet,4F 3,graveler,False,False,True,Cave,"36,38",0%,30%,0%
Mt. Coronet,4F 3,nosepass,False,False,True,Cave,37,5%,5%,5%
Mt. Coronet,4F 3,medicham,True,True,False,Cave,39,10%,10%,10%
Mt. Coronet,4F 3,medicham,False,False,True,Cave,"37,39",20%,20%,0%
Mt. Coronet,4F 3,medicham,False,False,True,Cave,39,0%,0%,10%
Mt. Coronet,4F 3,chimecho,True,True,False,Cave,40,5%,5%,5%
Mt. Coronet,4F 3,chimecho,False,False,True,Cave,39,1%,1%,1%
Mt. Coronet,4F 3,chingling,True,True,False,Cave,40,5%,5%,5%
Mt. Coronet,4F 3,chingling,False,False,True,Cave,"36,38",9%,9%,9%
Mt. Coronet,4F 3,bronzong,True,True,False,Cave,38-40,25%,25%,25%
Mt. Coronet,4F 3,bronzong,False,False,True,Cave,37,20%,20%,20%
Mt. Coronet,4F 3,lunatone,True,True,False,Dual-slot Sapphire,38-39,8%,8%,8%
Mt. Coronet,4F 3,lunatone,False,False,True,Dual-slot Sapphire,38,8%,8%,8%
Mt. Coronet,4F 3,solrock,True,True,False,Dual-slot Ruby,38-39,8%,8%,8%
Mt. Coronet,4F 3,solrock,False,False,True,Dual-slot Ruby,38,8%,8%,8%
Mt. Coronet,5F,clefairy,True,True,False,Cave,40-42,15%,15%,15%
Mt. Coronet,5F,clefairy,False,False,True,Cave,36,10%,0%,10%
Mt. Coronet,5F,golbat,True,True,False,Cave,41,10%,10%,10%
Mt. Coronet,5F,golbat,False,False,True,Cave,38,5%,5%,0%
Mt. Coronet,5F,golbat,False,False,True,Cave,37-38,0%,0%,15%
Mt. Coronet,5F,machoke,True,True,False,Cave,41,10%,10%,10%
Mt. Coronet,5F,machoke,False,False,True,Cave,39,10%,10%,10%
Mt. Coronet,5F,graveler,True,True,False,Cave,40,20%,20%,20%
Mt. Coronet,5F,graveler,False,False,True,Cave,38,20%,0%,20%
Mt. Coronet,5F,graveler,False,False,True,Cave,"36,38",0%,30%,0%
Mt. Coronet,5F,nosepass,False,False,True,Cave,37,5%,5%,5%
Mt. Coronet,5F,medicham,True,True,False,Cave,41,10%,10%,10%
Mt. Coronet,5F,medicham,False,False,True,Cave,"37,39",20%,20%,0%
Mt. Coronet,5F,medicham,False,False,True,Cave,39,0%,0%,10%
Mt. Coronet,5F,chimecho,True,True,False,Cave,41-42,10%,10%,10%
Mt. Coronet,5F,chimecho,False,False,True,Cave,39-40,5%,5%,5%
Mt. Coronet,5F,chingling,False,False,True,Cave,36,5%,5%,5%
Mt. Coronet,5F,bronzong,True,True,False,Cave,40-42,25%,25%,25%
Mt. Coronet,5F,bronzong,False,False,True,Cave,37,20%,20%,20%
Mt. Coronet,5F,lunatone,True,True,False,Dual-slot Sapphire,40-41,8%,8%,8%
Mt. Coronet,5F,lunatone,False,False,True,Dual-slot Sapphire,38-39,8%,8%,8%
Mt. Coronet,5F,solrock,True,True,False,Dual-slot Ruby,40-41,8%,8%,8%
Mt. Coronet,5F,solrock,False,False,True,Dual-slot Ruby,38-39,8%,8%,8%
Mt. Coronet,6F,clefairy,True,True,False,Cave,40-42,15%,15%,15%
Mt. Coronet,6F,clefairy,False,False,True,Cave,36,10%,0%,10%
Mt. Coronet,6F,golbat,True,True,False,Cave,41,10%,10%,10%
Mt. Coronet,6F,golbat,False,False,True,Cave,38,5%,5%,0%
