Location,Sub-location,Pokemon,G,S,C,Method,Levels,Morning Rate,Day Rate,Night Rate
Ice Path,N/A,delibird,False,False,True,Cave,"24, 26",0%,0%,40%
Blackthorn City,N/A,magikarp,True,True,True,Surfing,5-19,100%,100%,100%
Blackthorn City,N/A,poliwag,True,True,True,Fishing Old Rod,10,15%,15%,15%
Blackthorn City,N/A,magikarp,True,True,True,Fishing Old Rod,10,85%,85%,85%
Blackthorn City,N/A,poliwag,True,True,True,Fishing Good Rod,20,65%,65%,65%
Blackthorn City,N/A,magikarp,True,True,True,Fishing Good Rod,20,35%,35%,35%
Blackthorn City,N/A,poliwag,True,True,True,Fishing Super Rod,40,80%,80%,80%
Blackthorn City,N/A,magikarp,True,True,True,Fishing Super Rod,40,20%,20%,20%
Blackthorn City,N/A,dodrio,False,False,True,Trade Dragonair ♀,The same as the Traded Pokémon,One,One,One
Blackthorn City,N/A,rhydon,True,True,False,Trade Dragonair ♀,The same as the Traded Pokémon,One,One,One
Dragon's Den,N/A,magikarp,True,True,True,Surfing,10-19,90%,90%,90%
Dragon's Den,N/A,dratini,True,True,True,Surfing,10-14,10%,10%,10%
Dragon's Den,N/A,magikarp,True,True,True,Fishing Old Rod,10,100%,100%,100%
Dragon's Den,N/A,magikarp,True,True,True,Fishing Good Rod,20,90%,90%,90%
Dragon's Den,N/A,dratini,True,True,True,Fishing Good Rod,20,10%,10%,10%
Dragon's Den,N/A,magikarp,True,True,True,Fishing Super Rod,40,60%,60%,60%
Dragon's Den,N/A,dratini,True,True,True,Fishing Super Rod,40,30%,30%,30%
Dragon's Den,N/A,dragonair,True,True,True,Fishing Super Rod,40,10%,10%,10%
Dragon's Den,N/A,dratini,False,False,True,Gift,15,One,One,One
Route 45,N/A,geodude,True,True,True,Grass,23,30%,30%,30%
Route 45,N/A,graveler,True,False,False,Grass,23-27,40%,40%,40%
Route 45,N/A,graveler,False,True,False,Grass,23-25,55%,55%,55%
Route 45,N/A,graveler,False,False,True,Grass,23,30%,30%,0%
Route 45,N/A,graveler,False,False,True,Grass,23-27,0%,0%,50%
Route 45,N/A,gligar,True,False,True,Grass,24,20%,20%,20%
Route 45,N/A,teddiursa,True,False,False,Grass,20,10%,10%,10%
Route 45,N/A,skarmory,False,True,False,Grass,27,5%,5%,5%
Route 45,N/A,skarmory,False,False,True,Grass,27,5%,5%,0%
Route 45,N/A,phanpy,False,True,False,Grass,20,10%,10%,10%
Route 45,N/A,phanpy,False,False,True,Grass,20,5%,0%,0%
Route 45,N/A,donphan,False,False,True,Grass,25-30,10%,15%,0%
Route 45,N/A,magikarp,True,True,True,Surfing,15-24,100%,100%,100%
Route 45,N/A,magikarp,True,True,True,Fishing Old Rod,10,100%,100%,100%
Route 45,N/A,magikarp,True,True,True,Fishing Good Rod,10,90%,90%,90%
Route 45,N/A,dratini,True,True,True,Fishing Good Rod,10,10%,10%,10%
Route 45,N/A,magikarp,True,True,True,Fishing Super Rod,10,60%,60%,60%
Route 45,N/A,dratini,True,True,True,Fishing Super Rod,10,30%,30%,30%
Route 45,N/A,dragonair,True,True,True,Fishing Super Rod,10,10%,10%,10%
Dark Cave,Route 31 side,zubat,True,True,False,Cave,2-4,39%,39%,39%
Dark Cave,Route 31 side,zubat,False,False,True,Cave,2-4,34%,39%,39%
Dark Cave,Route 31 side,geodude,True,True,True,Cave,2-4,60%,60%,60%
Dark Cave,Route 31 side,dunsparce,True,True,True,Cave,4,1%,1%,1%
Dark Cave,Route 31 side,teddiursa,False,False,True,Cave,2,5%,0%,0%
Dark Cave,Route 31 side,magikarp,True,True,True,Surfing,5-19,100%,100%,100%
Dark Cave,Route 31 side,goldeen,True,True,True,Fishing Old Rod,10,15%,15%,15%
Dark Cave,Route 31 side,magikarp,True,True,True,Fishing Old Rod,10,85%,85%,85%
Dark Cave,Route 31 side,goldeen,True,True,True,Fishing Good Rod,20,65%,65%,65%
Dark Cave,Route 31 side,magikarp,True,True,True,Fishing Good Rod,20,35%,35%,35%
Dark Cave,Route 31 side,goldeen,True,True,True,Fishing Super Rod,40,70%,70%,70%
Dark Cave,Route 31 side,seaking,True,True,True,Fishing Super Rod,40,10%,10%,10%
Dark Cave,Route 31 side,magikarp,True,True,True,Fishing Super Rod,40,20%,20%,20%
Dark Cave,Route 31 side,krabby,True,True,True,Rock Smash,15,90%,90%,90%
Dark Cave,Route 31 side,shuckle,True,True,True,Rock Smash,15,10%,10%,10%
Dark Cave,Route 31 side,zubat,True,True,True,Swarm,2,20%,20%,20%
Dark Cave,Route 31 side,geodude,True,True,True,Swarm,2-3,40%,40%,40%
Dark Cave,Route 31 side,dunsparce,True,True,True,Swarm,2-4,40%,40%,40%
Dark Cave,Route 45 side,zubat,True,True,True,Cave,23,30%,30%,30%
Dark Cave,Route 45 side,golbat,True,True,True,Cave,23,5%,5%,5%
Dark Cave,Route 45 side,geodude,True,True,True,Cave,23,30%,30%,30%
Dark Cave,Route 45 side,graveler,True,True,True,Cave,25,20%,20%,20%
Dark Cave,Route 45 side,wobbuffet,True,True,False,Cave,20-25,15%,15%,15%
Dark Cave,Route 45 side,wobbuffet,False,False,True,Cave,20-25,0%,0%,15%
Dark Cave,Route 45 side,teddiursa,False,False,True,Cave,20,5%,0%,0%
Dark Cave,Route 45 side,ursaring,False,False,True,Cave,25,10%,0%,0%
Dark Cave,Route 45 side,ursaring,False,False,True,Cave,25-30,0%,15%,0%
Dark Cave,Route 45 side,magikarp,True,True,True,Surfing,5-19,100%,100%,100%
Dark Cave,Route 45 side,goldeen,True,True,True,Fishing Old Rod,10,15%,15%,15%
Dark Cave,Route 45 side,magikarp,True,True,True,Fishing Old Rod,10,85%,85%,85%
Dark Cave,Route 45 side,goldeen,True,True,True,Fishing Good Rod,20,65%,65%,65%
Dark Cave,Route 45 side,magikarp,True,True,True,Fishing Good Rod,20,35%,35%,35%
Dark Cave,Route 45 side,goldeen,True,True,True,Fishing Super Rod,40,70%,70%,70%
Dark Cave,Route 45 side,seaking,True,True,True,Fishing Super Rod,40,10%,10%,10%
Dark Cave,Route 45 side,magikarp,True,True,True,Fishing Super Rod,40,20%,20%,20%
Route 46,N/A,rattata,True,True,False,Grass,2,20%,20%,0%
Route 46,N/A,rattata,True,True,False,Grass,2-3,0%,0%,50%
Route 46,N/A,rattata,False,False,True,Grass,2-3,15%,20%,50%
Route 46,N/A,spearow,True,True,False,Grass,2-3,35%,35%,0%
Route 46,N/A,spearow,False,False,True,Grass,2,30%,30%,0%
Route 46,N/A,jigglypuff,True,True,False,Grass,3-5,5%,5%,5%
Route 46,N/A,geodude,True,True,False,Grass,2-3,40%,40%,0%
Route 46,N/A,geodude,True,True,False,Grass,2-4,0%,0%,45%
Route 46,N/A,geodude,False,False,True,Grass,2-3,50%,50%,50%
Route 46,N/A,phanpy,False,False,True,Grass,2,5%,0%,0%
Silver Cave,Exterior,arbok,False,False,True,Grass,42,20%,20%,0%
Silver Cave,Exterior,golbat,False,False,True,Grass,"40, 42, 44",0%,0%,30%
Silver Cave,Exterior,poliwhirl,False,False,True,Grass,"42, 44",0%,0%,40%
Silver Cave,Exterior,doduo,True,True,True,Grass,41,5%,5%,0%
Silver Cave,Exterior,dodrio,True,True,True,Grass,43,5%,5%,0%
Silver Cave,Exterior,ponyta,True,True,False,Grass,42,30%,30%,30%
Silver Cave,Exterior,ponyta,False,False,True,Grass,42,30%,30%,0%
Silver Cave,Exterior,rapidash,True,True,False,Grass,44,10%,10%,10%
Silver Cave,Exterior,rapidash,False,False,True,Grass,44,10%,10%,0%
Silver Cave,Exterior,tangela,True,True,True,Grass,41,30%,30%,30%
Silver Cave,Exterior,sneasel,True,True,False,Grass,"38, 42",0%,0%,10%
Silver Cave,Exterior,ursaring,True,False,False,Grass,42,20%,20%,20%
Silver Cave,Exterior,donphan,False,True,False,Grass,42,20%,20%,20%
Silver Cave,Exterior,poliwag,True,True,True,Surfing,35-39,10%,10%,10%
Silver Cave,Exterior,poliwhirl,True,True,True,Surfing,35-44,90%,90%,90%
Silver Cave,Exterior,poliwag,True,True,True,Fishing Old Rod,10,15%,15%,15%
Silver Cave,Exterior,magikarp,True,True,True,Fishing Old Rod,10,85%,85%,85%
Silver Cave,Exterior,poliwag,True,True,True,Fishing Good Rod,20,65%,65%,65%
Silver Cave,Exterior,magikarp,True,True,True,Fishing Good Rod,20,35%,35%,35%
Silver Cave,Exterior,poliwag,True,True,True,Fishing Super Rod,40,80%,80%,80%
Silver Cave,Exterior,magikarp,True,True,True,Fishing Super Rod,40,20%,20%,20%
Silver Cave,1F,golbat,True,True,False,Cave,45,5%,5%,5%
Silver Cave,1F,golbat,False,False,True,Cave,45,5%,5%,0%
Silver Cave,1F,golbat,False,False,True,Cave,42-46,0%,0%,45%
Silver Cave,1F,golduck,False,False,True,Cave,45,0%,0%,5%
Silver Cave,1F,graveler,True,True,True,Cave,43,30%,30%,30%
Silver Cave,1F,onix,True,True,False,Cave,42,30%,30%,30%
Silver Cave,1F,onix,False,False,True,Cave,42,20%,20%,20%
Silver Cave,1F,magmar,False,False,True,Cave,45,10%,10%,0%
Silver Cave,1F,ursaring,True,False,False,Cave,44,30%,30%,30%
Silver Cave,1F,ursaring,False,False,True,Cave,44,30%,30%,0%
Silver Cave,1F,donphan,False,True,False,Cave,44,30%,30%,30%
Silver Cave,1F,larvitar,True,True,False,Cave,"15, 20",5%,5%,5%
Silver Cave,1F,larvitar,False,False,True,Cave,"15, 20",5%,5%,0%
Silver Cave,2F,golbat,True,True,False,Cave,48,5%,5%,5%
Silver Cave,2F,golbat,False,False,True,Cave,"46, 48",30%,30%,50%
Silver Cave,2F,parasect,False,False,True,Cave,"46, 48",15%,15%,15%
Silver Cave,2F,golduck,True,True,False,Cave,48,30%,30%,30%
Silver Cave,2F,golduck,False,False,True,Cave,48,0%,0%,30%
Silver Cave,2F,machoke,False,False,True,Cave,48,30%,30%,0%
Silver Cave,2F,quagsire,True,True,False,Cave,45,40%,40%,30%
Silver Cave,2F,misdreavus,True,True,False,Cave,45,0%,0%,10%
Silver Cave,2F,misdreavus,False,False,True,Cave,45,0%,0%,5%
Silver Cave,2F,ursaring,True,False,False,Cave,47,20%,20%,20%
Silver Cave,2F,ursaring,False,False,True,Cave,47,20%,20%,0%
Silver Cave,2F,donphan,False,True,False,Cave,47,20%,20%,20%
Silver Cave,2F,larvitar,True,True,False,Cave,"15, 20",5%,5%,5%
Silver Cave,2F,larvitar,False,False,True,Cave,"15, 20",5%,5%,0%
Silver Cave,2F,golduck,False,False,True,Surfing,35-39,30%,30%,30%
Silver Cave,2F,goldeen,True,True,True,Surfing,35-39,10%,10%,10%
Silver Cave,2F,seaking,True,True,False,Surfing,35-44,90%,90%,90%
Silver Cave,2F,seaking,False,False,True,Surfing,35-39,60%,60%,60%
Silver Cave,2F,goldeen,True,True,True,Fishing Old Rod,10,15%,15%,15%
Silver Cave,2F,magikarp,True,True,True,Fishing Old Rod,10,85%,85%,85%
Silver Cave,2F,goldeen,True,True,True,Fishing Good Rod,20,65%,65%,65%
Silver Cave,2F,magikarp,True,True,True,Fishing Good Rod,20,35%,35%,35%
Silver Cave,2F,goldeen,True,True,True,Fishing Super Rod,40,70%,70%,70%
Silver Cave,2F,seaking,True,True,True,Fishing Super Rod,40,10%,10%,10%
Silver Cave,2F,magikarp,True,True,True,Fishing Super Rod,40,20%,20%,20%
Silver Cave,Summit,golbat,True,True,False,Cave,"48, 51",50%,50%,50%
Silver Cave,Summit,golbat,False,False,True,Cave,51,30%,30%,0%
Silver Cave,Summit,golbat,False,False,True,Cave,49-53,0%,0%,45%
Silver Cave,Summit,golduck,True,True,False,Cave,51,5%,5%,5%
Silver Cave,Summit,golduck,False,False,True,Cave,45,0%,0%,5%
Silver Cave,Summit,graveler,False,False,True,Cave,48,20%,20%,20%
Silver Cave,Summit,onix,True,True,True,Cave,48,30%,30%,30%
Silver Cave,Summit,ursaring,True,False,False,Cave,50,10%,10%,10%
Silver Cave,Summit,ursaring,False,False,True,Cave,50,10%,10%,0%
Silver Cave,Summit,donphan,False,True,False,Cave,50,10%,10%,10%
Silver Cave,Summit,larvitar,True,True,False,Cave,"15, 20",5%,5%,5%
Silver Cave,Summit,larvitar,False,False,True,Cave,"15, 20",9%,9%,0%
Silver Cave,Summit,pupitar,False,False,True,Cave,20,1%,1%,0%
Silver Cave,Chambers,golbat,True,True,False,Cave,48,5%,5%,5%
Silver Cave,Chambers,golbat,False,False,True,Cave,46-50,80%,80%,50%
Silver Cave,Chambers,parasect,False,False,True,Cave,46-52,20%,20%,20%
Silver Cave,Chambers,golduck,True,True,False,Cave,48,30%,30%,30%
Silver Cave,Chambers,quagsire,True,True,False,Cave,45,40%,40%,10%
Silver Cave,Chambers,ursaring,True,False,False,Cave,47,20%,20%,20%
Silver Cave,Chambers,donphan,False,True,False,Cave,47,20%,20%,20%
Silver Cave,Chambers,larvitar,True,True,False,Cave,"15, 20",5%,5%,5%
Silver Cave,Chambers,misdreavus,True,True,True,Cave,45,0%,0%,30%
Pallet Town,N/A,tentacool,True,True,True,Surfing,30-39,90%,90%,90%
Pallet Town,N/A,tentacruel,True,True,True,Surfing,35-39,10%,10%,10%
Pallet Town,N/A,tentacool,True,True,True,Fishing Old Rod,10,15%,15%,15%
Pallet Town,N/A,magikarp,True,True,True,Fishing Old Rod,10,85%,85%,85%
Pallet Town,N/A,tentacool,True,True,True,Fishing Good Rod,20,35%,35%,35%
Pallet Town,N/A,shellder,True,True,True,Fishing Good Rod,20,10%,10%,10%
Pallet Town,N/A,magikarp,True,True,True,Fishing Good Rod,20,35%,35%,35%
Pallet Town,N/A,chinchou,True,True,True,Fishing Good Rod,20,20%,20%,20%
Pallet Town,N/A,tentacruel,True,True,True,Fishing Super Rod,40,20%,20%,20%
Pallet Town,N/A,shellder,True,True,True,Fishing Super Rod,40,30%,30%,30%
Pallet Town,N/A,chinchou,True,True,True,Fishing Super Rod,40,40%,40%,40%
Pallet Town,N/A,lanturn,True,True,True,Fishing Super Rod,40,10%,10%,10%
Route 1,N/A,pidgey,True,True,True,Grass,2-4,45%,45%,0%
Route 1,N/A,rattata,True,True,True,Grass,2,30%,30%,0%
Route 1,N/A,rattata,True,True,False,Grass,2-6,0%,0%,55%
Route 1,N/A,rattata,False,False,True,Grass,2-3,0%,0%,50%
Route 1,N/A,raticate,False,False,True,Grass,6,0%,0%,5%
Route 1,N/A,sentret,True,True,True,Grass,3,20%,20%,0%
Route 1,N/A,furret,True,True,True,Grass,6,5%,5%,0%
Route 1,N/A,hoothoot,True,True,True,Grass,2-4,0%,0%,45%
Viridian City,N/A,poliwag,True,True,True,Surfing,5-14,90%,90%,90%
Viridian City,N/A,poliwhirl,True,True,True,Surfing,10-14,10%,10%,10%
Viridian City,N/A,poliwag,True,True,True,Fishing Old Rod,10,15%,15%,15%
Viridian City,N/A,magikarp,True,True,True,Fishing Old Rod,10,85%,85%,85%
Viridian City,N/A,poliwag,True,True,True,Fishing Good Rod,20,65%,65%,65%
Viridian City,N/A,magikarp,True,True,True,Fishing Good Rod,20,35%,35%,35%
Viridian City,N/A,poliwag,True,True,True,Fishing Super Rod,40,80%,80%,80%
Viridian City,N/A,magikarp,True,True,True,Fishing Super Rod,40,20%,20%,20%
Route 2,N/A,caterpie,True,False,True,Grass,3,30%,30%,0%
Route 2,N/A,metapod,True,False,False,Grass,5,20%,20%,0%
Route 2,N/A,butterfree,True,False,False,Grass,7,10%,0%,0%
Route 2,N/A,butterfree,False,False,True,Grass,7,10%,10%,0%
Route 2,N/A,weedle,False,True,False,Grass,3,30%,30%,0%
Route 2,N/A,kakuna,False,True,False,Grass,5,20%,20%,0%
Route 2,N/A,beedrill,False,True,False,Grass,7,10%,0%,0%
Route 2,N/A,pidgey,True,False,False,Grass,3,30%,0%,0%
Route 2,N/A,pidgey,True,True,False,Grass,3-7,0%,40%,0%
Route 2,N/A,pidgey,False,False,True,Grass,5,20%,0%,0%
Route 2,N/A,pidgey,False,False,True,Grass,3-5,0%,50%,0%
Route 2,N/A,pidgeotto,True,False,False,Grass,7,5%,5%,0%
Route 2,N/A,pidgeotto,False,True,True,Grass,7,0%,5%,0%
Route 2,N/A,pikachu,True,True,False,Grass,4,5%,5%,5%
Route 2,N/A,pikachu,False,False,True,Grass,4,5%,5%,0%
Route 2,N/A,hoothoot,True,False,True,Grass,3-5,0%,0%,50%
Route 2,N/A,hoothoot,False,True,False,Grass,3-5,0%,0%,80%
Route 2,N/A,noctowl,True,False,False,Grass,7,0%,0%,10%
Route 2,N/A,noctowl,False,True,False,Grass,7,0%,0%,15%
Route 2,N/A,noctowl,False,False,True,Grass,4-7,0%,0%,15%
Route 2,N/A,ledyba,False,True,True,Grass,3,30%,0%,0%
Route 2,N/A,ledian,False,True,True,Grass,7,5%,0%,0%
Route 2,N/A,spinarak,True,False,True,Grass,3,0%,0%,30%
Route 2,N/A,ariados,True,False,True,Grass,7,0%,0%,5%
Pewter City,N/A,rapidash,True,True,False,Trade Gloom,The same as the Traded Pokémon,One,One,One
Pewter City,N/A,xatu,False,False,True,Trade Haunter,The same as the Traded Pokémon,One,One,One
Route 3,N/A,rattata,True,False,False,Grass,5-10,35%,35%,60%
Route 3,N/A,rattata,False,True,True,Grass,5,30%,30%,0%
Route 3,N/A,rattata,False,True,False,Grass,5-8,0%,0%,35%
Route 3,N/A,rattata,False,False,True,Grass,5-10,0%,0%,65%
Route 3,N/A,raticate,False,False,True,Grass,10,10%,10%,20%
Route 3,N/A,spearow,True,False,False,Grass,5-8,55%,55%,0%
Route 3,N/A,spearow,False,True,False,Grass,5-8,35%,35%,0%
Route 3,N/A,spearow,False,False,True,Grass,5,30%,30%,0%
Route 3,N/A,ekans,False,True,False,Grass,8,20%,20%,20%
Route 3,N/A,ekans,False,False,True,Grass,8,20%,20%,0%
Route 3,N/A,arbok,False,True,False,Grass,10,5%,5%,5%
Route 3,N/A,arbok,False,False,True,Grass,10,5%,5%,0%
Route 3,N/A,sandshrew,False,False,True,Grass,10,5%,5%,0%
Route 3,N/A,clefairy,False,False,True,Grass,6,0%,0%,5%
Route 3,N/A,jigglypuff,True,True,False,Grass,6,10%,10%,10%
Route 3,N/A,zubat,True,True,False,Grass,5,0%,0%,30%
Route 3,N/A,zubat,False,False,True,Grass,6,0%,0%,10%
Mt. Moon,N/A,sandshrew,True,False,False,Cave,8,20%,20%,20%
Mt. Moon,N/A,sandshrew,False,False,True,Cave,8,20%,20%,0%
Mt. Moon,N/A,sandslash,True,False,False,Cave,10,5%,5%,5%
Mt. Moon,N/A,clefairy,True,True,False,Cave,8,5%,5%,5%
Mt. Moon,N/A,clefairy,False,False,True,Cave,8,5%,5%,0%
Mt. Moon,N/A,clefairy,False,False,True,Cave,8-12,0%,0%,25%
Mt. Moon,N/A,zubat,True,False,True,Cave,6,30%,30%,30%
Mt. Moon,N/A,zubat,False,True,False,Cave,6-8,50%,50%,50%
Mt. Moon,N/A,paras,True,True,True,Cave,12,10%,10%,10%
Mt. Moon,N/A,geodude,True,False,False,Cave,8,30%,30%,30%
Mt. Moon,N/A,geodude,False,True,True,Cave,8-10,35%,35%,35%
Route 4,N/A,rattata,True,False,False,Grass,5-10,35%,35%,0%
Route 4,N/A,rattata,True,False,False,Grass,8-10,0%,0%,30%
Route 4,N/A,rattata,False,True,True,Grass,5,30%,30%,0%
Route 4,N/A,rattata,False,True,False,Grass,5-8,0%,0%,35%
Route 4,N/A,rattata,False,False,True,Grass,5-10,0%,0%,65%
Route 4,N/A,raticate,False,False,True,Grass,10,10%,10%,20%
Route 4,N/A,spearow,True,False,False,Grass,5-8,55%,55%,0%
Route 4,N/A,spearow,True,False,False,Grass,5,0%,0%,30%
Route 4,N/A,spearow,False,True,False,Grass,5-8,35%,35%,0%
Route 4,N/A,spearow,False,False,True,Grass,5,30%,30%,0%
Route 4,N/A,ekans,False,True,False,Grass,8,20%,20%,20%
Route 4,N/A,ekans,False,False,True,Grass,8,20%,20%,0%
Route 4,N/A,arbok,False,True,False,Grass,10,5%,5%,5%
Route 4,N/A,arbok,False,False,True,Grass,10,5%,5%,0%
Route 4,N/A,sandshrew,False,False,True,Grass,10,5%,5%,0%
Route 4,N/A,clefairy,False,False,True,Grass,6,0%,0%,5%
Route 4,N/A,jigglypuff,True,True,False,Grass,6,10%,10%,10%
Route 4,N/A,zubat,True,True,False,Grass,5,0%,0%,30%
Route 4,N/A,zubat,False,False,True,Grass,6,0%,0%,10%
Route 4,N/A,goldeen,True,True,True,Surfing,5-14,90%,90%,90%
Route 4,N/A,seaking,True,True,True,Surfing,10-14,10%,10%,10%
Cerulean City,N/A,goldeen,True,True,True,Surfing,5-14,90%,90%,90%
Cerulean City,N/A,seaking,True,True,True,Surfing,10-14,10%,10%,10%
Cerulean City,N/A,krabby,True,True,False,Fishing Old Rod,10,15%,15%,15%
Cerulean City,N/A,magikarp,True,True,False,Fishing Old Rod,10,85%,85%,85%
Cerulean City,N/A,krabby,True,True,False,Fishing Good Rod,20,55%,55%,55%
Cerulean City,N/A,staryu,True,True,False,Fishing Good Rod,20,0%,0%,10%
Cerulean City,N/A,magikarp,True,True,False,Fishing Good Rod,20,35%,35%,35%
Cerulean City,N/A,corsola,True,True,False,Fishing Good Rod,20,10%,10%,0%
Cerulean City,N/A,krabby,True,True,False,Fishing Super Rod,40,60%,60%,60%
Cerulean City,N/A,kingler,True,True,False,Fishing Super Rod,40,10%,10%,10%
Cerulean City,N/A,staryu,True,True,False,Fishing Super Rod,40,0%,0%,30%
Cerulean City,N/A,corsola,True,True,False,Fishing Super Rod,40,30%,30%,0%
Route 24,N/A,abra,True,True,False,Grass,9,20%,20%,20%
Route 24,N/A,abra,False,False,True,Grass,12,10%,10%,10%
Route 24,N/A,bellsprout,True,True,False,Grass,8-10,60%,35%,0%
Route 24,N/A,bellsprout,True,True,False,Grass,10,0%,0%,5%
Route 24,N/A,bellsprout,False,False,True,Grass,10,5%,5%,5%
Route 24,N/A,caterpie,False,False,True,Grass,8-10,60%,50%,0%
Route 24,N/A,metapod,False,False,True,Grass,12,20%,0%,0%
Route 24,N/A,weepinbell,True,True,False,Grass,12-14,15%,15%,0%
Route 24,N/A,weepinbell,True,True,False,Grass,13,0%,0%,10%
Route 24,N/A,venonat,True,True,False,Grass,8,5%,0%,30%
Route 24,N/A,venonat,False,False,True,Grass,8,0%,0%,30%
Route 24,N/A,butterfree,False,False,True,Grass,14,5%,5%,0%
Route 24,N/A,sunkern,True,True,False,Grass,10,0%,30%,0%
Route 24,N/A,sunkern,False,False,True,Grass,12,0%,30%,0%
Route 24,N/A,oddish,True,True,False,Grass,10,0%,0%,30%
Route 24,N/A,oddish,False,False,True,Grass,10-12,0%,0%,50%
Route 24,N/A,venomoth,True,True,False,Grass,10,0%,0%,5%
Route 24,N/A,gloom,False,False,True,Grass,14,0%,0%,5%
Route 24,N/A,goldeen,True,True,True,Surfing,5-14,90%,90%,90%
Route 24,N/A,seaking,True,True,True,Surfing,10-14,10%,10%,10%
Route 24,N/A,magikarp,True,True,True,Fishing Old Rod,10,85%,85%,85%
Route 24,N/A,goldeen,True,True,True,Fishing Old Rod,10,15%,15%,15%
Route 24,N/A,goldeen,True,True,True,Fishing Good Rod,20,65%,65%,65%
Route 24,N/A,magikarp,True,True,True,Fishing Good Rod,20,35%,35%,35%
Route 24,N/A,goldeen,True,True,True,Fishing Super Rod,40,70%,70%,70%
Route 24,N/A,magikarp,True,True,True,Fishing Super Rod,40,20%,20%,20%
Route 24,N/A,seaking,True,True,True,Fishing Super Rod,40,10%,10%,10%
Route 25,N/A,caterpie,False,False,True,Grass,10,30%,30%,0%
Route 25,N/A,metapod,False,False,True,Grass,12,10%,10%,0%
Route 25,N/A,butterfree,False,False,True,Grass,14,5%,5%,0%
Route 25,N/A,pidgey,True,True,False,Grass,8,30%,0%,0%
Route 25,N/A,pidgey,True,True,False,Grass,8-10,0%,50%,0%
Route 25,N/A,pidgey,False,False,True,Grass,10,30%,30%,0%
Route 25,N/A,pidgeotto,True,True,False,Grass,10,5%,5%,0%
Route 25,N/A,pidgeotto,False,False,True,Grass,12,20%,20%,0%
Route 25,N/A,oddish,True,True,True,Grass,10,0%,0%,30%
Route 25,N/A,venonat,True,True,False,Grass,8,20%,0%,30%
Route 25,N/A,venonat,False,False,True,Grass,10,0%,0%,20%
Route 25,N/A,venomoth,True,True,False,Grass,10,0%,0%,20%
Route 25,N/A,abra,True,True,False,Grass,9,10%,10%,10%
Route 25,N/A,bellsprout,True,True,False,Grass,10,30%,30%,5%
Route 25,N/A,bellsprout,False,False,True,Grass,10,5%,5%,5%
Route 25,N/A,weepinbell,True,True,False,Grass,14,5%,5%,5%
Route 25,N/A,hoothoot,False,False,True,Grass,10,0%,0%,30%
Route 25,N/A,noctowl,False,False,True,Grass,12-14,0%,0%,15%
Route 25,N/A,goldeen,True,True,True,Surfing,5-14,90%,90%,90%
Route 25,N/A,seaking,True,True,True,Surfing,10-14,10%,10%,10%
Route 25,N/A,goldeen,True,True,True,Fishing Old Rod,10,15%,15%,15%
Route 25,N/A,magikarp,True,True,True,Fishing Old Rod,10,85%,85%,85%
Route 25,N/A,goldeen,True,True,True,Fishing Good Rod,20,65%,65%,65%
Route 25,N/A,magikarp,True,True,True,Fishing Good Rod,20,35%,35%,35%
Route 25,N/A,goldeen,True,True,True,Fishing Super Rod,40,70%,70%,70%
Route 25,N/A,seaking,True,True,True,Fishing Super Rod,40,10%,10%,10%
Route 25,N/A,magikarp,True,True,True,Fishing Super Rod,40,20%,20%,20%
Route 5,N/A,pidgey,True,False,False,Grass,13-15,60%,60%,0%
Route 5,N/A,pidgey,False,True,False,Grass,13-15,40%,40%,0%
Route 5,N/A,pidgey,False,False,True,Grass,13,30%,30%,0%
Route 5,N/A,pidgeotto,False,False,True,Grass,15,20%,20%,0%
Route 5,N/A,jigglypuff,False,False,True,Grass,14,5%,5%,5%
Route 5,N/A,oddish,True,False,False,Grass,13-14,0%,0%,60%
Route 5,N/A,oddish,False,True,False,Grass,13,0%,0%,30%
Route 5,N/A,gloom,True,True,False,Grass,15,0%,0%,10%
Route 5,N/A,meowth,False,True,False,Grass,14,20%,20%,30%
Route 5,N/A,meowth,False,False,True,Grass,13,0%,0%,30%
Route 5,N/A,abra,True,True,False,Grass,12-14,10%,10%,10%
Route 5,N/A,abra,False,False,True,Grass,12-14,15%,15%,15%
Route 5,N/A,bellsprout,True,True,False,Grass,13,30%,30%,20%
Route 5,N/A,hoothoot,False,False,True,Grass,13,0%,0%,30%
Route 5,N/A,noctowl,False,False,True,Grass,15,0%,0%,20%
Route 5,N/A,snubbull,False,False,True,Grass,13,30%,30%,0%
Route 6,N/A,pidgey,True,False,False,Grass,13-14,50%,50%,0%
Route 6,N/A,pidgey,False,True,False,Grass,13,30%,30%,0%
Route 6,N/A,rattata,False,False,True,Grass,13,30%,30%,0%
Route 6,N/A,raticate,False,False,True,Grass,15,10%,10%,5%
Route 6,N/A,jigglypuff,False,False,True,Grass,12,5%,5%,5%
Route 6,N/A,oddish,True,False,False,Grass,13-14,0%,0%,60%
Route 6,N/A,oddish,False,True,False,Grass,13,0%,0%,30%
Route 6,N/A,meowth,False,True,False,Grass,14,20%,20%,30%
Route 6,N/A,meowth,False,False,True,Grass,13,0%,0%,30%
Route 6,N/A,psyduck,False,False,True,Grass,15,0%,0%,10%
Route 6,N/A,abra,True,True,False,Grass,12-14,10%,10%,10%
Route 6,N/A,bellsprout,True,True,False,Grass,13,30%,30%,20%
Route 6,N/A,magnemite,True,True,False,Grass,15,10%,10%,10%
Route 6,N/A,magnemite,False,False,True,Grass,14,20%,20%,20%
Route 6,N/A,drowzee,False,False,True,Grass,13,0%,0%,30%
